,00097399,Cosmético,13/08/2018,-,verdadero,variable,value
20760,87741,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20761,87746,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20762,87747,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20763,87749,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20764,87753,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20765,87754,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20766,87760,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20767,87763,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20768,87768,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20769,87777,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20770,87781,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20771,87783,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20772,87789,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20773,87800,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20774,87810,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20775,87814,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20776,87816,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20777,87817,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20778,87819,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20779,87825,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20780,87827,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20781,87830,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20782,87839,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20783,87847,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20784,87853,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20785,87857,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20786,87860,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20787,87861,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20788,87863,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20789,87864,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20790,87865,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20791,87866,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20792,87867,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20793,87868,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20794,87874,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20795,87880,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20796,87883,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20797,87885,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20798,87893,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20799,87897,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20800,87898,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20801,87905,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20802,87913,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20803,87923,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20804,87926,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20805,87941,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20806,87946,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20807,87970,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20808,87977,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20809,87990,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20810,87991,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20811,88017,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20812,88030,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20813,88034,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20814,88035,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20815,88049,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20816,88060,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20817,88065,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20818,88074,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20819,88090,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20820,88112,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20821,88118,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20822,88123,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20823,88130,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20824,88146,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20825,88157,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20826,88173,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20827,88177,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20828,88180,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20829,88182,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20830,88183,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20831,88186,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20832,88195,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20833,88200,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20834,88220,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20835,88225,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20836,88229,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20837,88240,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20838,88242,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20839,88253,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20840,88256,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20841,88260,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20842,88265,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20843,88266,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20844,88269,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20845,88274,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20846,88276,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20847,88292,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20848,88297,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20849,88304,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20850,88320,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20851,88333,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20852,88336,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20853,88337,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20854,88345,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20855,88392,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20856,88393,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20857,88407,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20858,88427,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20859,88434,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20860,88445,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20861,88449,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20862,88459,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20863,88465,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20864,88466,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20865,88484,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20866,88486,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20867,88487,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20868,88498,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20869,88500,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20870,88529,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20871,88556,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20872,88558,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20873,88561,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20874,88573,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20875,88587,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20876,88596,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20877,88598,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20878,88604,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20879,88608,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20880,88623,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20881,88624,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20882,88632,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20883,88635,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20884,88649,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20885,88655,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20886,88659,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20887,88672,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20888,88677,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20889,88678,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20890,88683,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20891,88690,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20892,88699,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20893,88700,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20894,88719,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20895,88722,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20896,88733,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20897,88736,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20898,88745,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20899,88761,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20900,88767,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20901,88770,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20902,88774,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20903,88777,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20904,88786,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20905,88787,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20906,88796,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20907,88803,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20908,88812,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20909,88814,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20910,88823,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20911,88830,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20912,88831,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20913,88833,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20914,88837,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20915,88844,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20916,88846,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20917,88856,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20918,88858,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20919,88859,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20920,88876,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20921,88877,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20922,88882,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20923,88883,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20924,88892,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20925,88895,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20926,88903,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20927,88911,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20928,88912,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20929,88916,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20930,88917,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20931,88940,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20932,88943,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20933,88944,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20934,88949,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20935,88953,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20936,88959,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20937,88960,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20938,88961,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20939,88971,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20940,88975,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20941,88987,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20942,88988,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20943,88989,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20944,88991,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20945,88999,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20946,89000,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20947,89005,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20948,89009,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20949,89011,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20950,89013,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20951,89022,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20952,89024,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20953,89028,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20954,89034,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20955,89039,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20956,89040,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20957,89043,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20958,89045,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20959,89058,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20960,89065,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20961,89069,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20962,89075,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20963,89076,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20964,89078,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20965,89079,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20966,89088,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20967,89093,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20968,89094,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20969,89099,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20970,89103,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20971,89105,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20972,89111,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20973,89120,-,03/07/2018,04/07/2018,verdadero,falso.8,falso
20974,89140,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20975,89143,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20976,89151,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20977,89171,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20978,89186,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20979,89193,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20980,89225,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20981,89230,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20982,89236,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20983,89244,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20984,89250,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20985,89259,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20986,89261,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20987,89268,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20988,89286,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20989,89289,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20990,89299,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
20991,89313,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20992,89318,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
20993,89319,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20994,89333,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20995,89342,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20996,89343,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
20997,89352,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20998,89356,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
20999,89357,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
21000,89366,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
21001,89367,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21002,89374,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
21003,89380,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
21004,89382,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
21005,89387,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
21006,89395,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
21007,89396,Medicinal,03/07/2018,03/07/2018,verdadero,falso.8,falso
21008,89399,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
21009,89410,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21010,89412,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
21011,89413,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
21012,89416,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21013,89418,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21014,89420,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21015,89423,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21016,89431,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21017,89434,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21018,89436,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21019,89437,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
21020,89445,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21021,89446,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
21022,89447,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
21023,89449,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21024,89456,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21025,89460,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21026,89461,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21027,89464,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21028,89466,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
21029,89471,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
21030,89473,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21031,89475,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21032,89477,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21033,89480,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21034,89488,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21035,89493,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21036,89495,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21037,89496,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21038,89497,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
21039,89498,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
21040,89504,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21041,89506,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
21042,89508,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21043,89520,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,verdadero
21044,89522,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21045,89526,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
21046,89527,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
21047,89530,-,03/07/2018,04/07/2018,verdadero,falso.8,falso
21048,89531,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
21049,89535,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21050,89537,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21051,89538,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21052,89540,Medicinal,03/07/2018,04/07/2018,verdadero,falso.8,falso
21053,89541,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21054,89542,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
21055,89545,Cosmético,03/07/2018,03/07/2018,verdadero,falso.8,falso
21056,89551,Cosmético,03/07/2018,04/07/2018,verdadero,falso.8,falso
